Avalanche
PLUM
1215
200

EASY
0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,1

NORMAL
0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,1

HARD
0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,4
1,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,4
1,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,1,0,0,4
0,0,0,0,0,0,0,1,0,0,0,4
0,0,0,0,0,0,1,0,0,0,0,4
0,0,0,1,0,0,0,0,0,0,0,4
1,0,0,0,0,0,0,0,0,0,0,4
0,1,0,0,0,0,0,0,0,0,0,4
0,0,1,0,0,0,0,0,0,0,0,4
1,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,1,0,0,4
0,0,0,0,0,0,0,1,0,0,0,4
0,0,0,0,0,0,1,0,0,0,0,4
0,0,0,1,0,0,0,0,0,0,0,4
1,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,1,0,1,0,0,4
0,0,0,1,0,1,0,0,0,0,0,4
1,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,1,0,0,4
0,0,0,0,0,0,0,1,0,0,0,4
0,0,0,0,0,0,1,0,0,0,0,4
0,0,0,1,0,0,0,0,0,0,0,4
1,0,0,0,0,0,0,0,0,0,0,4
0,1,0,0,0,0,0,0,0,0,0,4
0,0,1,0,0,0,0,0,0,0,0,4
1,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,1,0,0,4
0,0,0,0,0,0,0,1,0,0,0,4
0,0,0,0,0,0,1,0,0,0,0,4
0,0,0,1,0,0,0,0,0,0,0,4
1,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,1,0,1,0,0,8
0,0,0,0,0,0,0,1,0,0,0,8
0,0,0,1,0,1,0,0,0,0,0,8
0,0,0,0,1,0,0,0,0,0,0,8
1,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,1,0,0,4
0,0,0,0,0,0,0,1,0,0,0,4
0,0,0,0,0,0,1,0,0,0,0,4
0,0,0,1,0,0,0,0,0,0,0,4
1,0,0,0,0,0,0,0,0,0,0,4
0,1,0,0,0,0,0,0,0,0,0,4
0,0,1,0,0,0,0,0,0,0,0,4
1,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,1,0,0,4
0,0,0,0,0,0,0,1,0,0,0,4
0,0,0,0,0,0,1,0,0,0,0,4
0,0,0,1,0,0,0,0,0,0,0,4
1,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,1,0,1,0,0,4
0,0,0,1,0,1,0,0,0,0,0,4
1,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,1,0,0,4
0,0,0,0,0,0,0,1,0,0,0,4
0,0,0,0,0,0,1,0,0,0,0,4
0,0,0,1,0,0,0,0,0,0,0,4
1,0,0,0,0,0,0,0,0,0,0,4
0,1,0,0,0,0,0,0,0,0,0,4
0,0,1,0,0,0,0,0,0,0,0,4
1,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,1,0,0,4
0,0,0,0,0,0,0,1,0,0,0,4
0,0,0,0,0,0,1,0,0,0,0,4
0,0,0,1,0,0,0,0,0,0,0,4
1,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,1,0,1,0,0,8
0,0,0,0,0,0,0,1,0,0,0,8
0,0,0,1,0,1,0,0,0,0,0,8
0,0,0,0,1,0,0,0,0,0,0,8
1,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,1,0,0,4
0,0,0,0,0,0,0,1,0,0,0,4
0,0,0,0,0,0,1,0,0,0,0,4
0,0,0,1,0,0,0,0,0,0,0,4
1,0,0,0,0,0,0,0,0,0,0,4
0,1,0,0,0,0,0,0,0,0,0,4
0,0,1,0,0,0,0,0,0,0,0,4
1,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,1,0,0,4
0,0,0,0,0,0,0,1,0,0,0,4
0,0,0,0,0,0,1,0,0,0,0,4
0,0,0,1,0,0,0,0,0,0,0,4
1,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,1,0,1,0,0,4
0,0,0,1,0,1,0,0,0,0,0,4
1,0,1,0,0,0,0,0,0,0,0,4
0,0,0,1,0,1,0,0,0,0,0,4
0,0,0,0,0,0,1,0,1,0,0,4
0,0,0,1,0,1,0,0,0,0,0,4
1,0,1,0,0,0,0,0,0,0,0,4
0,0,0,1,0,1,0,0,0,0,0,4
0,0,0,0,0,0,1,0,1,0,0,4
0,0,0,1,0,1,0,0,0,0,0,4
1,0,1,0,0,0,0,0,0,0,0,4
0,0,0,1,0,1,0,0,0,0,0,4
0,0,0,0,0,0,1,0,1,0,0,4
0,0,0,1,0,1,0,0,0,0,0,4
1,0,1,0,0,0,0,0,0,0,0,4
